Date,Y_N,M2_1,M2_2,M1_1,M1_11,cpi,cpi8,vM2_1,vM2_11,vM1_1,vM1_11,inflation,inflation8,vM2_1y2y,vM2_11y2y,vM1_1y2y,vM1_11y2y,M2_1y2y,M2_11y2y,M1_1y2y,M1_11y2y,Y_Ny2y,GBond1t3y,GBond3t5y,GBond5t10y,GBond10y,GBond1t3yy2y,GBond3t5yy2y,GBond5t10yy2y,GBond10yy2y
4/1/1988,621156,362283.3333,433990,107458.6667,179820,70.93,73.53333333,1.7146,1.4313,5.7804,3.4543,3.9572,4.0566,1.442681745,-0.016422819,0.09016832,0.0405492,7.915669194,11.30041546,0.418024259,5.206509063,9.472548854,,,,,,,,
7/1/1988,631376,375192.3333,448352.3333,110742.6667,186740,71.7,74.36666667,1.6828,1.4082,5.7013,3.3810,3.9582,4.1064,-0.396142283,-0.032858034,0.061906887,0.020932097,8.976724822,12.23277008,2.21708069,6.319531164,8.545021937,,,,,,,,
10/1/1988,644068,387988.3333,461324.6667,112093.6667,191083,72.27,75.26666667,1.6600,1.3961,5.7458,3.3706,4.0905,4.3438,-2.660197662,-0.045156131,0.035500573,0.001840436,11.06387892,13.22202897,4.402994111,7.91075738,8.109360208,,,,,,,,
1/1/1989,656144,400254.3333,474307.6667,113483.3333,195150,73.17,76.06666667,1.6393,1.3834,5.7819,3.3622,4.4838,4.4872,-5.28330165,-0.050261401,0.000753206,-0.032975073,13.38981594,13.08278935,7.318257186,11.0613459,7.399089927,,,,,,,,
4/1/1989,669780,413140,484623.6667,114771.6667,198117,74.43,76.86666667,1.6212,1.3821,5.8358,3.3807,4.9344,4.5331,-5.445413372,-0.03437924,0.009574215,-0.021305978,14.03781571,11.6670123,6.80540735,10.17537941,7.82798524,,,,,,,,
7/1/1989,679120,427627.6667,497548.6667,116164.3333,202089,75.5,77.6,1.5881,1.3649,5.8462,3.3605,5.2999,4.3478,-5.627249843,-0.030735473,0.025417261,-0.006075972,13.97558763,10.97269484,4.895734255,8.21943483,7.561896556,,,,,,,,
10/1/1989,681224,442146.6667,512758,119896.3333,210084,76.03,78.16666667,1.5407,1.3285,5.6818,3.2426,5.2027,3.8530,-7.186632674,-0.048404347,-0.011143229,-0.037971255,13.95875306,11.14905338,6.960845245,9.943654601,5.768956073,,,,,,,,
1/1/1990,691900,457362.3333,527227,122397,216908,77.13,78.9,1.5128,1.3123,5.6529,3.1898,5.4121,3.7248,-7.717401189,-0.05134856,-0.022300306,-0.051281807,14.26792798,11.15717435,7.8546042,11.14935323,5.449413543,,,,,,,,
4/1/1990,695616,469097.6667,537197,123499,219880,77.87,79.5,1.4829,1.2949,5.6326,3.1636,4.6218,3.4258,-8.531541502,-0.063067232,-0.034819287,-0.064220768,13.54448048,10.84828021,7.60408347,10.98492305,3.857386007,,,,,,,,
7/1/1990,697668,477634,542965,122303,219042,78.63,80.13333333,1.4607,1.2849,5.7044,3.1851,4.1457,3.2646,-8.024354524,-0.058617731,-0.024251309,-0.052196566,11.6938957,9.128018298,5.284467694,8.388699387,2.731181529,,,,,,,,
