Date,Y_N,M2_1,M2_2,M1_1,M1_11,cpi,cpi8,vM2_1,vM2_11,vM1_1,vM1_11,inflation,inflation8,vM2_1y2y,vM2_11y2y,vM1_1y2y,vM1_11y2y,M2_1y2y,M2_11y2y,M1_1y2y,M1_11y2y,Y_Ny2y,GBond1t3y,GBond3t5y,GBond5t10y,GBond10y,GBond1t3yy2y,GBond3t5yy2y,GBond5t10yy2y,GBond10yy2y
10/1/1990,696764,487590.6667,552914,122715.3333,219866,79.8,80.83333333,1.4290,1.2602,5.6779,3.1690,4.9586,3.4115,-7.251534085,-0.051470981,-0.000684016,-0.022693773,10.27803745,7.831374645,2.35119784,4.656232745,2.281187979,,,,,,,,
1/1/1991,694000,499741.3333,563937.3333,126073,223492,82.1,81.5,1.3887,1.2306,5.5047,3.1053,6.4437,3.2953,-8.202413406,-0.062258931,-0.026211087,-0.026512464,9.265957625,6.96290845,3.003341585,3.035229936,0.303512068,7.582173579,7.530894777,7.439097542,7.688268049,,,,
4/1/1991,701560,511129.6667,576259.6667,128430,225403,82.7,81.86666667,1.3726,1.2174,5.4626,3.1125,6.2026,2.9769,-7.439127296,-0.059820859,-0.03017759,-0.016168665,8.960181,7.271572006,3.992744881,2.511976229,0.854494434,7.146806452,7.21365233,7.298921147,7.57165233,,,,
7/1/1991,704784,519302,585572,129617,226755,83.2,82.33333333,1.3572,1.2036,5.4374,3.1081,5.8120,2.7454,-7.085718798,-0.063303784,-0.046803636,-0.024160496,8.723834568,7.8470988,5.98022943,3.521090324,1.019969384,6.080304659,6.250992832,6.389078853,6.641770609,,,,
10/1/1991,706700,525048.3333,594237,129515.6667,226507,83.07,82.56666667,1.3460,1.1893,5.4565,3.1200,4.0977,2.1443,-5.809850275,-0.056271035,-0.038994411,-0.015475622,7.682195175,7.473675834,5.54155145,3.020324501,1.426020862,4.891017921,5.102964158,5.427318996,5.768433692,,,,
1/1/1992,709996,533236.6667,605787.3333,131473.6667,226956,83.4,82.83333333,1.3315,1.1720,5.4003,3.1283,1.5834,1.6360,-4.12139694,-0.047626967,-0.018975748,0.007432848,6.702534111,7.421037326,4.283761524,1.55009277,2.304899135,5.265465332,5.41146459,5.704104561,6.057319244,-30.55467173,-28.14313902,-23.32262713,-21.21347481
4/1/1992,714732,540505.6667,616547,132860.6667,226736,83.83,83.43333333,1.3223,1.1592,5.3796,3.1523,1.3664,1.9137,-3.659422648,-0.047795034,-0.015199042,0.012787333,5.74726961,6.99117701,3.44986893,0.59123645,1.877530076,4.760996416,5.082064516,5.52490681,5.891250896,-33.382883,-29.54935608,-24.30515827,-22.19332532
7/1/1992,721640,549462.3333,627462.6667,133981.3333,225664,84.2,83.63333333,1.3134,1.1501,5.3861,3.1978,1.2019,1.5789,-3.228687631,-0.044442176,-0.009436704,0.028863764,5.807860038,7.153802891,3.36709948,-0.480842732,2.391654748,4.619910394,5.14778853,5.929569892,6.516293907,-24.01843899,-17.6484653,-7.192100319,-1.889205603
10/1/1992,727324,556386.6667,638325.6667,137209.3333,226949,84.57,84.2,1.3072,1.1394,5.3008,3.2048,1.8057,1.9782,-2.878496375,-0.041901392,-0.028525337,0.027177606,5.968656854,7.4193742,5.94033669,0.195284907,2.918352908,5.239136201,5.374458781,5.913017921,6.337301075,7.117501616,5.320331777,8.949150125,9.861730479
1/1/1993,733936,558519.6667,642746.6667,136377.6667,223374,85.17,84.7,1.3141,1.1419,5.3816,3.2857,2.1223,2.2535,-1.307574287,-0.025722566,-0.003452949,0.050295067,4.741421883,6.101040959,3.730024517,-1.578277172,3.371849982,5.299208909,5.564900154,6.11156682,6.533037634,0.640847017,2.835379605,7.143316805,7.853612657
4/1/1993,745348,563975.6667,653762.6667,136863.3333,221533,85.33,84.96666667,1.3216,1.1401,5.4459,3.3645,1.7893,1.8378,-0.056225094,-0.016528144,0.012337158,0.067328032,4.342230146,6.036144311,3.01267995,-2.294739256,4.283563629,4.476469534,4.823304659,5.370075269,5.740075269,-5.976204493,-5.091628723,-2.802428105,-2.56610404
7/1/1993,750060,572553,668844,141973.3333,224753,85.67,85.5,1.3100,1.1214,5.2831,3.3373,1.7458,2.2320,-0.253506078,-0.024924009,-0.019126675,0.043597028,4.202411206,6.595027168,5.965010051,-0.403844648,3.93825176,4.034003584,4.467530466,5.024548387,5.458125448,-12.68221156,-13.21456895,-15.26285248,-16.23880804
10/1/1993,758756,575669.3333,680953,145832.6667,227894,86.1,85.96666667,1.3180,1.1143,5.2029,3.3294,1.8092,2.0982,0.827230712,-0.022088868,-0.018471178,0.038888567,3.46569532,6.677991433,6.28480084,0.416539986,4.321595328,3.668132616,4.221939068,4.835727599,5.346824373,-29.98592753,-21.4443865,-18.2189592,-15.62931429
1/1/1994,772628,578057.6667,696885.3333,150067.3333,229721,85.63,86.36666667,1.3366,1.1087,5.1485,3.3633,0.5401,1.9677,1.713724391,-0.029063649,-0.043314167,0.02363577,3.498175833,8.423017882,10.03805608,2.841120212,5.271849317,3.780076805,4.437553763,5.072576805,5.577895545,-28.66714882,-20.25816024,-17.00038707,-14.62018348
4/1/1994,783636,574787,705512.3333,153650.3333,230752,85.33,86.6,1.3634,1.1107,5.1001,3.3960,0.0000,1.9223,3.159378706,-0.025749147,-0.063497599,0.009363547,1.91698578,7.915665624,12.26552035,4.161607225,5.136929327,5.544612903,5.942548387,6.237770609,6.462967742,23.86128982,23.20491461,16.15797353,12.59378038
7/1/1994,800792,579147,711057,153836.3333,228415,85.8,86.93333333,1.3827,1.1262,5.2055,3.5059,0.1517,1.6764,5.548144712,0.004255317,-0.014692975,0.050520658,1.151683774,6.311337173,8.355794515,1.629344213,6.763725569,6.217903226,6.78616129,7.114293907,7.342505376,54.13727569,51.89960857,41.59071341,34.52430594
10/1/1994,810780,585028.6667,720318,153034.6667,224723,86.07,87.4,1.3859,1.1256,5.2980,3.6079,-0.0348,1.6673,5.146987909,0.010168354,0.018276882,0.083646258,1.625817599,5.780868871,4.938536862,-1.391726868,6.856486143,4.810584229,5.210132616,5.428344086,5.595379928,31.14531922,23.40615372,12.25496009,4.648657562
1/1/1995,823936,588880,725608.3333,153348.6667,222157,86.93,88.16666667,1.3992,1.1355,5.3730,3.7088,1.5182,2.0841,4.680887663,0.024193696,0.043588289,0.102712887,1.872189222,4.121624983,2.186574027,-3.292404398,6.64071196,5.971912442,6.182411674,6.32359831,6.438337174,57.98389161,39.32026526,24.6624458,15.42591863
4/1/1995,828812,595373.6667,729493.6667,152478,219739,87.63,88.6,1.3921,1.1361,5.4356,3.7718,2.6954,2.3095,2.107811144,0.022880115,0.065780994,0.110658664,3.58161661,3.399137364,-0.762987823,-4.772793919,5.764921469,5.138437276,5.353089606,5.571229391,5.825702509,-7.32559034,-9.919292919,-10.68556798,-9.860257059
7/1/1995,832976,605107.6667,742031,153484,221410,87.8,89.06666667,1.3766,1.1226,5.4271,3.7621,2.3310,2.4540,-0.443660903,-0.003229607,0.042578042,0.073101508,4.48256948,4.356050218,-0.229031286,-3.066932265,4.019021169,4.782763441,5.110734767,5.338870968,5.61155914,-23.08076747,-24.68886977,-24.95571539,-23.57432712
10/1/1995,840652,611523.6667,752668,156296.3333,224128,87.83,89.33333333,1.3747,1.1169,5.3786,3.7508,2.0448,2.2121,-0.807896253,-0.007720455,0.015206186,0.039592988,4.528837903,4.491071999,2.131325364,-0.264474137,3.684353339,4.316232975,4.630827957,4.857695341,5.146387097,-10.27632468,-11.11880833,-10.51239082,-8.024349326
1/1/1996,844148,617252,764676.3333,158081.3333,223567,88.2,89.63333333,1.3676,1.1039,5.3400,3.7758,1.4609,1.6635,-2.256155695,-0.027813178,-0.006141558,0.01807253,4.817959516,5.384171902,3.086213118,0.63438524,2.453103154,4.073852429,4.563841305,4.94751205,5.370956618,-31.78311859,-26.18024251,-21.76112701,-16.57851284
