Date,C,I,G,X,M,Y,cpi,cpiadj,cpi_8,Hrs_worked,Labor_prod,Tcomp_hour,C_Y2Y,I_Y2Y,G_Y2Y,X_Y2Y,M_Y2Y,Y_Y2Y,cpi_Y2Y,cpi8_Y2Y,Hrs_worked_Y2Y,Labor_prod_Y2Y,Tcomp_hour_Y2Y,C_Q2Q,I_Q2Q,G_Q2Q,X_Q2Q,M_Q2Q,Y_Q2Q,CPI_Q2Q,CPI8_Q2Q,Hrs_worked_Q2Q,Labor_prod_Q2Q,Tcomp_hour_Q2Q,C_N,I_N,G_N,X_N,M_N,Y_N,Q3C,Q3I,Q3G,Q3X,Q3M
4/1/1991,554446,150740,324540,243244,207211,1069391,82.7,82.68256728,81.86666667,75.314,74.743,53.58,-0.620354288,-17.96775089,4.855724029,-1.053556465,-1.161010279,-2.545733902,6.237020018,2.976939208,-4.338879715,-0.169627354,5.883050412,1.678733596,-9.220114423,1.906627981,4.408217226,1.971910002,0.46484,0.702519532,0.449897755,-0.293899598,0.535341987,0.708606658,402960,105340,194792,169252,170320,701560,57.43771025,15.01510919,27.76555106,24.12509265,24.27732482
7/1/1991,554205,157244,322285,252518,216737,1070831,83.2,83.10730322,82.33333333,75.222,74.967,54.241,-0.71089071,-6.49366095,1.917646203,3.324140527,5.41067642,-1.717417302,5.836894121,2.745424293,-3.981312467,0.892280362,6.159235918,-0.043466812,4.314714077,-0.694829605,3.812632583,4.597246285,0.13466,0.513694673,0.570032565,-0.122155243,0.299693617,1.23366928,405696,109412,194940,174212,178180,704784,57.56316829,15.52418897,27.65953824,24.71849531,25.28150469
10/1/1991,557416,158536,325264,252099,220817,1072812,83.07,83.17971074,82.56666667,75.034,75.052,54.368,0.1827825,-1.985199107,1.88251361,5.969365022,8.844942402,-0.651665187,4.079942639,2.144329905,-2.858548458,0.999878884,4.37119656,0.579388493,0.821652972,0.924337155,-0.165928765,1.882465846,0.185,0.087125341,0.283400818,-0.249926883,0.113383222,0.234140226,406240,110420,198204,173144,179960,706700,57.48408094,15.62473468,28.04641291,24.50035376,25.46483656
1/1/1992,557624,157492,325053,254187,220431,1073599,83.4,83.38113629,82.83333333,74.328,75.748,54.929,2.261540606,-5.153869316,2.06771167,9.105307888,8.477687447,0.860168182,1.553335632,1.635991816,-1.59923745,1.887147757,3.24417796,0.037315039,-0.658525508,-0.064870382,0.828246046,-0.174805382,0.07336,0.242157063,0.322971328,-0.940906789,0.927357032,1.031856975,408836,109088,199504,177604,183148,709996,57.58285962,15.3645936,28.09931324,25.01478882,25.79563829
4/1/1992,559940,152017,323206,261405,222775,1074900,83.83,83.82919402,83.43333333,73.959,76.113,55.57,0.990899024,0.84715404,-0.411043323,7.466165661,7.511184252,0.515153017,1.386781739,1.913680774,-1.799134291,1.832947567,3.714072415,0.41533363,-3.476367054,-0.56821503,2.839641681,1.063371304,0.12118,0.537361032,0.724346076,-0.496448176,0.481860907,1.166960986,412128,106632,200296,184768,188188,714732,57.66189285,14.91915851,28.02393065,25.85136807,26.3298691
7/1/1992,562909,155575,322855,265392,226466,1080679,84.2,84.12324663,83.63333333,73.63,76.895,55.84,1.570537978,-1.061407748,0.176862094,5.098250422,4.488850542,0.919659591,1.222447812,1.578947368,-2.116402116,2.571798258,2.947954499,0.530235382,2.340527704,-0.108599469,1.525219487,1.656828639,0.53763,0.350775899,0.239712345,-0.444841061,1.027419757,0.485873673,417280,107800,201688,189412,193484,721640,57.82384568,14.93819633,27.94856161,26.24743639,26.81170667
10/1/1992,564967,143312,326375,272653,221727,1086820,84.57,84.66830084,84.2,73.679,77.304,56.181,1.35464357,-9.602866226,0.341568695,8.153146185,0.412105952,1.305727378,1.789607204,1.978199431,-1.805848016,3.00058626,3.334682166,0.365600834,-7.882371846,1.090272723,2.735952855,-2.09258785,0.56825,0.647923409,0.677560785,0.066548961,0.531894141,0.610673352,420716,101016,204572,199924,197500,727324,57.84437197,13.88872085,28.12666707,27.48761212,27.15433562
1/1/1993,567964,147343,324825,282591,231803,1093786,85.17,85.14413332,84.7,74.327,77.196,56.324,1.854296085,-6.444136845,-0.070142408,11.17445031,5.15898399,1.880310991,2.114383557,2.253521131,-0.001345388,1.911601626,2.539642083,0.530473461,2.812744222,-0.474913826,3.644925968,4.544327033,0.64095,0.561996024,0.593824228,0.879490764,-0.139708165,0.254534451,424444,103592,202720,208404,205720,733936,57.83120054,14.1145822,27.62093698,28.39539142,28.02969196
4/1/1993,570045,154131,326322,290682,239086,1103731,85.33,85.32395426,84.96666667,74.614,77.839,56.148,1.804657642,1.390633942,0.964091013,11.19986228,7.321737179,2.682202996,1.783102245,1.837794654,0.88562582,2.267680948,1.040129566,0.366396462,4.606937554,0.460863542,2.863148508,3.141892038,0.90923,0.211195924,0.314836682,0.386131554,0.832944712,-0.312477807,428308,109928,205092,215424,213740,745348,57.46416439,14.74854699,27.51627428,28.9024724,28.67653767
7/1/1993,573789,164677,322988,292906,240438,1114259,85.67,85.61345206,85.5,74.73,78.745,56.317,1.93281685,5.850554395,0.041194964,10.36730572,6.16957954,3.107305685,1.771454967,2.23196493,1.493956268,2.405878146,0.854226361,0.656790253,6.842231608,-1.021690232,0.765097254,0.565486896,0.95386,0.339292525,0.627697132,0.155466802,1.163940955,0.30099024,432744,116608,204488,218148,220488,750060,57.69458443,15.54648961,27.26288564,29.08407327,29.39604832
10/1/1993,575233,166492,322351,301458,246729,1119063,86.1,86.19101174,85.96666667,75.512,78.435,56.056,1.817097282,16.17450039,-1.232937572,10.56471046,11.27602863,2.966728621,1.798442732,2.098178943,2.487818781,1.463054952,-0.22249515,0.251660454,1.102157557,-0.197220949,2.919708029,2.616474933,0.43114,0.674613236,0.545808971,1.046433828,-0.393675789,-0.463447982,437784,118684,204700,227704,229408,758756,57.69759976,15.64191914,26.97836986,30.01017455,30.23475267
1/1/1994,584633,170372,318824,303417,246621,1135544,85.63,85.60766187,86.36666667,75.699,79.844,56.416,2.934869111,15.62951752,-1.847456323,7.369661454,6.392497077,3.817748627,0.544404566,1.967729244,1.845897184,3.430229546,0.163340672,1.634120435,2.330442304,-1.094148925,0.649841769,-0.043772722,1.47275,-0.676810559,0.465296627,0.247642759,1.796391917,0.642214928,443216,122748,203312,233008,230916,772628,57.36473439,15.88707632,26.31434533,30.15785087,29.88708667
4/1/1994,585538,176277,322542,325008,257954,1152141,85.33,85.30642913,86.6,76.705,80.304,56.879,2.717855608,14.3682971,-1.15836505,11.80878073,7.891720971,4.386032466,-0.020539515,1.922322475,2.802423138,3.166792996,1.301916364,0.154797967,3.465945108,1.16616064,7.115949337,4.595310213,1.46159,-0.351875906,0.270165955,1.328947542,0.576123441,0.820689166,444792,128200,207160,253288,249136,783636,56.76002634,16.35963636,26.43574313,32.32214957,31.79231174
7/1/1994,588116,174130,323990,337781,260280,1166905,85.8,85.75478905,86.93333333,78.065,80.176,56.7,2.496910885,5.740328036,0.310228244,15.3206148,8.252439298,4.724754299,0.165087367,1.676413251,4.462732504,1.817258239,0.680078839,0.440278855,-1.217969446,0.448933782,3.930057106,0.901711158,1.28144,0.525587489,0.384911467,1.77302653,-0.159394302,-0.314703142,449196,127876,208620,267668,252784,800792,56.09396697,15.968691,26.05170881,33.42540885,31.56674892
10/1/1994,594963,176414,323275,351224,272644,1175398,86.07,86.1663618,87.4,79.219,79.796,56.445,3.429914487,5.959445499,0.286644062,16.50843567,10.50342684,5.034122297,-0.028599197,1.667312908,4.909153512,1.735194747,0.693948908,1.164226105,1.3116637,-0.220685824,3.979797561,4.750268941,0.72782,0.479941415,0.53680982,1.4782553,-0.473957294,-0.44973545,455936,129644,209100,283324,267976,810780,56.23424357,15.99003429,25.78998002,34.94462123,33.0516293
1/1/1995,594728,179116,321418,360952,272668,1186301,86.93,86.91177047,88.16666667,78.736,81.224,57.203,1.726724287,5.132298735,0.813615035,18.96235214,10.56154991,4.469840006,1.523354996,2.084137399,4.011942034,1.728370322,1.394994328,-0.039498255,1.531624474,-0.574433532,2.769742387,0.008802688,0.9276,0.865080813,0.877192986,-0.609702218,1.789563387,1.342900168,457136,133408,208968,301584,276452,823936,55.48197918,16.19154886,25.36216405,36.60284294,33.55260603
4/1/1995,599254,185240,320379,353144,274871,1186757,87.63,87.58649766,88.6,78.78,81.101,57.512,2.342461121,5.084611152,-0.670610339,8.657017673,6.558146026,3.004493374,2.672797988,2.309468822,2.705169155,0.992478581,1.112888764,0.761020164,3.419013377,-0.323255076,-2.16316851,0.807942259,0.03844,0.776335803,0.49149338,0.055882951,-0.151433074,0.540181459,462664,137204,208604,294872,275100,828812,55.82255083,16.55429699,25.16903713,35.57767021,33.19208699
7/1/1995,605767,180803,318487,353414,273474,1188367,87.8,87.75831462,89.06666667,79.305,80.583,57.934,3.001278659,3.832194338,-1.698509213,4.628146639,5.069156293,1.839224273,2.336342478,2.453987738,1.588419906,0.507633207,2.176366843,1.086851318,-2.395271,-0.590550567,0.076456063,-0.50823841,0.13566,0.19616832,0.526711817,0.666412795,-0.638709757,0.733759911,468300,133044,207064,295836,271120,832976,56.22010718,15.97212885,24.85833926,35.51554907,32.54835674
10/1/1995,605981,175572,316339,366785,276434,1193203,87.83,87.93416138,89.33333333,79.646,80.731,58.132,1.851879865,-0.477286383,-2.145541721,4.430505888,1.390091108,1.514806049,2.051612184,2.212051865,0.539012106,1.171737932,2.988750111,0.035327114,-2.893204206,-0.674438831,3.78338153,1.082369805,0.40694,0.200376184,0.29940119,0.429985499,0.183661566,0.341768219,469376,130028,206832,307204,273196,840652,55.83475683,15.46751807,24.60375994,36.54354001,32.49810861
1/1/1996,614223,176251,316057,366977,282376,1193982,88.2,88.20108949,89.63333333,80.451,80.106,58.31,3.277969088,-1.599522097,-1.667921523,1.669197012,3.560373788,0.647474798,1.483480338,1.66351606,2.178165007,-1.376440461,1.935213188,1.36010865,0.386735926,-0.089144873,0.052346743,2.149518511,0.06529,0.30355451,0.335820896,1.010722447,-0.774175967,0.306199683,477272,130728,206696,308492,279368,844148,56.53890076,15.4863839,24.48575368,36.54477651,33.0946706
4/1/1996,615432,168613,315077,381156,282050,1202309,88.9,88.82934932,90.03333333,80.769,80.305,58.458,2.699689948,-8.975923127,-1.65491496,7.932174977,2.611770612,1.310462041,1.418999162,1.617757709,2.524752475,-0.981492213,1.644874113,0.196834049,-4.333592434,-0.310070652,3.86372988,-0.115448905,0.69741,0.712303936,0.446262551,0.395271656,0.248420842,0.253815812,481808,123532,206744,318260,277668,852848,56.49400597,14.48464439,24.24159991,37.31731797,32.55773596
7/1/1996,618022,185690,310854,389357,292737,1212835,89.03,88.97981247,90.5,81.845,80.224,58.701,2.023055069,2.702941876,-2.396644133,10.17022529,7.043814037,2.0589599,1.391888462,1.609281433,3.202824538,-0.445503394,1.323920323,0.420842595,10.12792608,-1.34030729,2.151612463,3.789044496,0.87548,0.1693845,0.518326549,1.332194282,-0.10086545,0.415683055,485608,137700,204328,328004,290032,864584,56.16666512,15.92673471,23.63309985,37.93778279,33.54584401
10/1/1996,629326,203826,309506,378928,299097,1222476,89.57,89.68341428,91.06666667,82.099,80.7,59.691,3.852431017,16.09254323,-2.160024531,3.310658833,8.198340291,2.453312638,1.9892757,1.940298515,3.079878462,-0.038399128,2.681827565,1.829061101,9.766815661,-0.43364409,-2.678518686,2.172598612,0.79491,0.790743194,0.626151017,0.310342721,0.593338652,1.686513007,496324,150892,204392,319816,292728,877640,56.55211704,17.19292648,23.28882002,36.44045394,33.3539948
1/1/1997,640222,205319,310220,400127,317269,1238578,90.07,90.105724,91.5,82.335,81.726,60.385,4.232827491,16.4923887,-1.84681877,9.033263665,12.35692835,3.735064683,2.159422886,2.082558576,2.341798113,2.022320425,3.558566284,1.731376107,0.732487514,0.230690197,5.594466495,6.075620952,1.31716,0.470889432,0.47584187,0.287457825,1.271375465,1.162654336,505984,153512,205632,337304,311328,891700,56.7437479,17.21565549,23.06067063,37.82707189,34.91398452
4/1/1997,645791,217247,307952,405228,324377,1252555,90.33,90.23000724,92,83.02,82.293,61.24,4.932957662,28.84356485,-2.261351987,6.315524352,15.00691367,4.179125333,1.576796329,2.184376161,2.786960344,2.47556192,4.758972254,0.869854519,5.809496442,-0.731094062,1.274845237,2.240370159,1.12847,0.137930459,0.546448087,0.831966964,0.693781661,1.415914548,512168,163784,205208,339912,323044,899336,56.94957168,18.21165838,22.8177233,37.79588496,35.92027896
7/1/1997,654207,226941,308927,416902,337843,1267511,90.57,90.50353276,92.16666667,84.207,82.286,61.765,5.854969564,22.21498196,-0.619905164,7.074484342,15.40836997,4.508115284,1.712433688,1.84162063,2.885942941,2.570303151,5.219672578,1.303208004,4.46220201,0.316607783,2.880847325,4.151342419,1.19404,0.303142516,0.181159424,1.429775958,-0.008506191,0.857282822,519508,171796,207156,347972,334564,912592,56.92664411,18.82506093,22.69973877,38.13007346,36.66085173
10/1/1997,658694,230151,308937,424428,342864,1279731,90.5,90.61532612,92.43333333,85.165,82.493,61.608,4.666579801,12.91542786,-0.183841347,12.00755816,14.63304547,4.683527529,1.039112798,1.500732057,3.734515646,2.22180917,3.211539428,0.68586854,1.414464552,0.003237011,1.805220412,1.486193291,0.96409,0.123523755,0.289330915,1.13767264,0.251561627,-0.254189266,526120,175528,207280,356536,343568,923960,56.94185895,18.99735919,22.4338716,38.58781765,37.18429369
1/1/1998,659093,232059,316541,438235,347273,1297725,91,91.08654801,92.93333333,84.429,84.58,63.228,2.947571311,13.02363639,2.037586229,9.523976138,9.456959236,4.775395655,1.088525744,1.566484514,2.543268355,3.492156719,4.708122878,0.060574409,0.829020947,2.461343251,3.253084151,1.285932615,1.40608,0.520024489,0.5409304,-0.864204779,2.529911629,2.629528633,527668,179296,212736,362372,348512,934540,56.46285873,19.18548163,22.76371263,38.77544032,37.29235774
4/1/1998,667100,224244,313640,443147,349173,1298400,91.23,91.10174265,93.1,85.342,83.798,63.562,3.299674353,3.220757939,1.847041097,9.357448153,7.644191789,3.660118717,0.966125826,1.195652174,2.796916406,1.828831128,3.791639451,1.214851318,-3.367678047,-0.916468957,1.120859813,0.547119989,0.05201,0.01668154,0.179340032,1.08138199,-0.924568456,0.528246979,535512,171144,212392,367432,352604,935120,57.26666096,18.30182223,22.71280691,39.29249722,37.70681838
7/1/1998,670932,213887,314504,452110,340987,1310474,91.33,91.22355968,93.23333333,86.002,84.116,63.849,2.556530273,-5.752155847,1.805280859,8.445150179,0.93060978,3.389556383,0.795578804,1.157323682,2.131651763,2.223950611,3.374079171,0.574426623,-4.618629707,0.275475067,2.022579415,-2.344396617,0.92991,0.133715373,0.143215177,0.773358956,0.379483997,0.451527642,540744,162424,214140,378492,355704,938972,57.58893769,17.2980664,22.80579187,40.3091892,37.88227977
10/1/1998,672978,224618,314199,469905,354965,1328181,91.5,91.63755356,93.63333333,86.776,84.716,64.425,2.168533492,-2.404073847,1.703259888,10.71489157,3.529387746,3.785951891,1.128095523,1.298232961,1.891622145,2.694774102,4.572458122,0.304948937,5.017135216,-0.096978099,3.935989029,4.099276512,1.35119,0.453823417,0.429031105,0.89997907,0.71330068,0.902128459,544364,171828,214080,395924,373832,953512,57.09041942,18.02053881,22.45173632,41.52270763,39.20579919
1/1/1999,682871,221857,319558,487092,361818,1352193,91.7,91.83241752,93.93333333,86.327,86.942,64.954,3.607685107,-4.39629577,0.953115078,11.14858466,4.188347496,4.197191239,0.818858033,1.076040172,2.248042734,2.792622369,2.729803252,1.470033196,-1.229198016,1.705606956,3.657547802,1.930612877,1.80789,0.212646407,0.320398718,-0.517424173,2.627602814,0.821109818,553564,169612,219508,404676,373824,975204,56.76391811,17.39246353,22.50893146,41.49654841,38.33290265
4/1/1999,689806,230396,323136,487836,368469,1363552,92.7,92.54643572,94.36666667,87.943,86.116,64.83,3.403687603,2.743440181,3.027675041,10.08446407,5.526200479,5.017868145,1.585801797,1.360544221,3.047737339,2.766175804,1.994902615,1.015565165,3.848875627,1.119671546,0.152743219,1.838217004,0.84004,0.777523031,0.461320092,1.871951996,-0.95005866,-0.190904332,561972,176364,222784,406476,374372,994180,56.52618238,17.73964473,22.40881933,40.88555392,37.65636002
7/1/1999,698355,230242,328193,504869,377627,1384758,93.33,93.17558368,94.8,87.99,87.693,65.965,4.087299458,7.646561035,4.352567853,11.66950521,10.74527768,5.668483312,2.139824416,1.680371831,2.311574149,4.252460887,3.314069132,1.239333958,-0.066841438,1.564975738,3.49154224,2.485419398,1.5552,0.67981869,0.459201692,0.053443708,1.831250871,1.750732685,572248,177628,227768,430172,387624,1021220,56.03572198,17.39370557,22.30351932,42.12334267,37.95695345
10/1/1999,705048,248301,329393,518755,396729,1404441,93.67,93.83893496,95.03333333,89.396,87.705,66.172,4.76538609,10.5436786,4.835788784,10.39571828,11.76566704,5.741687315,2.402269937,1.495194019,3.019268,3.528259125,2.711680248,0.958395086,7.843486419,0.365638511,2.750416445,5.058430674,1.4214,0.711936803,0.246132205,1.597908853,0.013684102,0.313802774,580980,189428,229776,444284,405488,1041052,55.8070106,18.19582499,22.07151996,42.67644652,38.94983152
1/1/2000,712538,251214,332583,536527,405415,1426802,94.13,94.30683421,95.13333333,89.407,89.536,67.764,4.344451587,13.23239745,4.075942395,10.14900676,12.04942817,5.51762951,2.694491502,1.277501774,3.5678293,2.983598261,4.326138498,1.062339018,1.173172883,0.968448024,3.42589469,2.18940385,1.59216,0.498619525,0.105226236,0.012304801,2.087680292,2.405851418,589576,191960,235224,465076,413280,1070156,55.09252857,17.93757172,21.98034679,43.45871069,38.61866868
4/1/2000,718687,252445,335382,544590,407661,1443772,94.97,94.78343977,95.4,89.493,90.619,69.643,4.18682934,9.570044619,3.789735591,11.63382776,10.63644431,5.883163972,2.417169317,1.095019424,1.762505259,5.228993451,7.424032084,0.862971519,0.490020461,0.841594429,1.502813465,0.554000222,1.18937,0.50537754,0.280308343,0.096189336,1.209569335,2.772858745,597792,195412,245380,483720,424556,1099436,54.37260559,17.77384041,22.31871614,43.99710397,38.61579937
7/1/2000,727938,255729,337426,548758,411593,1458385,95.87,95.67250122,95.86666667,89.612,91.497,70.535,4.236097687,11.06965714,2.813283647,8.693146143,8.9945899,5.316957909,2.679798118,1.125175812,1.843391294,4.337860491,6.927916319,1.287208479,1.300877419,0.609454294,0.765346407,0.964526899,1.01214,0.937992395,0.489168417,0.132971294,0.968891734,1.280817886,610312,199444,245924,494276,429644,1121692,54.40994498,17.78063854,21.92437853,44.06521576,38.30320623
10/1/2000,729710,251176,339841,549468,407804,1461075,96.53,96.74191752,96.43333333,90.309,90.828,70.789,3.497917872,1.157868877,3.17189497,5.920521248,2.79157813,4.032494067,3.093580043,1.47316731,1.021298492,3.56080041,6.977271353,0.243427325,-1.780400346,0.715712482,0.12938308,-0.920569592,0.18445,1.117788585,0.591098741,0.777797616,-0.731171514,0.360104912,616068,196364,247644,510836,437412,1132952,54.37723752,17.33206702,21.85829585,45.08893581,38.60816698
1/1/2001,735481,243146,346144,539245,396711,1468665,96.73,96.93260418,96.83333333,90.552,90.979,70.86,3.219898448,-3.211604449,4.077478404,0.506591467,-2.146935856,2.934044107,2.784283874,1.786965662,1.280660351,1.611642244,4.568797592,0.790862123,-3.196961493,1.85469087,-1.86052691,-2.720179302,0.51948,0.197108625,0.414794331,0.269076172,0.166248293,0.100298069,621700,191088,252628,508720,424876,1149892,54.06594706,16.61790846,21.96971542,44.24067652,36.94920914
4/1/2001,736925,247873,350554,531878,394094,1472655,98.37,98.14540084,97.6,89.737,91.957,72.032,2.537683303,-1.811087564,4.523796745,-2.334233093,-3.328010283,2.000523628,3.546992055,2.306079665,0.272647023,1.476511548,3.430351938,0.1963341,1.94409943,1.274036239,-1.366169366,-0.659674171,0.27168,1.251175154,0.791738386,-0.900035339,1.074973345,1.653965566,630276,196892,257172,492896,423864,1152848,54.67121425,17.07874759,22.30753751,42.75463895,36.76668563
7/1/2001,738954,244255,352653,520860,385253,1471630,98.47,98.26350119,98.16666667,88.927,92.626,72.975,1.513315694,-4.486780928,4.512693153,-5.08384388,-6.399525745,0.908196395,2.708197167,2.399165508,-0.764406553,1.233920238,3.459275537,0.275333311,-1.459618434,0.598766524,-2.071527681,-2.243373408,-0.0696,0.120332024,0.580601096,-0.902637708,0.727513947,1.309140382,632540,190772,261312,465464,410380,1138776,55.54560335,16.75237272,22.94674282,40.87406127,36.03693791
10/1/2001,748136,224732,355305,522660,375822,1480672,97.57,97.79740686,98.2,88.378,93.768,73.69,2.525112716,-10.52807593,4.550363258,-4.878901046,-7.842492962,1.341272693,1.091036197,1.832008299,-2.138214353,3.236887303,4.098094337,1.242567196,-7.992876297,0.752014019,0.345582306,-2.448001703,0.61442,-0.474331086,0.033955854,-0.617360307,1.232915164,0.979787598,639572,177808,266076,454208,401456,1136616,56.26983959,15.64362986,23.40948922,39.96142937,35.32028407
1/1/2002,759531,224424,356612,531704,378002,1502659,98.23,98.44419143,98.83333333,89.447,94.215,73.254,3.269968905,-7.699900471,3.02417491,-1.398436703,-4.716027536,2.314619059,1.559420853,2.065404475,-1.220293312,3.556864771,3.378492803,1.523118791,-0.137052133,0.367852971,1.730379214,0.580061838,1.48493,0.661351451,0.644942291,1.209577044,0.476708472,-0.591667798,651528,178736,268208,466200,407388,1158688,56.22980474,15.42572289,23.14756,40.23516253,35.15942169
4/1/2002,769222,246394,358032,530448,396118,1511271,99.7,99.45491597,99.7,90.32,93.74,73.314,4.382671235,-0.596676524,2.133194886,-0.268858648,0.513583054,2.622202756,1.33426031,2.151639344,0.649676276,1.938949727,1.779764549,1.275918955,9.789505579,0.398191872,-0.236221657,4.792567235,0.57312,1.026698001,0.876897137,0.975996959,-0.504166003,0.08190679,665660,199716,271016,471444,422748,1185756,56.13802502,16.84292553,22.85596699,39.7589386,35.65219151
7/1/2002,770920,250354,361253,542705,403469,1524569,100.77,100.5558345,100.5333333,90.818,94.102,73.662,4.325844369,2.496980615,2.438657831,4.194025266,4.728321389,3.59730367,2.332843071,2.410865837,2.126463279,1.593505063,0.941418294,0.220742516,1.607181993,0.899640256,2.310688324,1.855760152,0.87992,1.106952317,0.835840822,0.551372896,0.386174525,0.474670595,674324,201892,276716,484036,433760,1204168,55.99916291,16.76609908,22.97984999,40.19671674,36.02155181
10/1/2002,778683,256174,363280,534953,402548,1532925,101.27,101.5256569,100.9666667,91.519,93.791,74.156,4.083081151,13.99088692,2.244550457,2.352007041,7.111345265,3.529005749,3.812217644,2.817379532,3.554051913,0.024528624,0.632378885,1.006978675,2.324708213,0.561102607,-1.428400328,-0.228270326,0.54809,0.964461579,0.431034549,0.771873417,-0.330492444,0.670630719,684776,209812,280792,486860,435996,1226136,55.84829089,17.11164178,22.90055915,39.70685144,35.55853511
1/1/2003,782127,267573,367378,526276,406165,1541321,102.63,102.8494795,101.8333333,92.191,93.545,74.102,2.974993779,19.22655331,3.018967393,-1.020868754,7.45048968,2.572905762,4.474909097,3.035413123,3.067738437,-0.711139415,1.157615966,0.442285243,4.449709963,1.128055494,-1.622011653,0.898526387,0.54771,1.303929162,0.858369032,0.734273757,-0.262285294,-0.072819462,691072,217516,284616,486616,431840,1250036,55.28416782,17.40077886,22.76862426,38.92815887,34.54620507
4/1/2003,788518,269422,369627,515848,406900,1539061,102.47,102.1985473,101.8666667,91.031,94.422,75.297,2.508508597,9.346006802,3.238537337,-2.752390432,2.721916197,1.838849551,2.758668399,2.173186259,0.787201063,0.727544271,2.704803994,0.817130722,0.691026374,0.612176015,-1.981469799,0.18096094,-0.14663,-0.632897898,0.03273329,-1.258257314,0.937516703,1.612642034,695332,215924,287228,446556,408644,1237704,56.17918339,17.44552817,23.20651788,36.0793857,33.01629469
7/1/2003,795376,262106,371009,522060,407307,1544910,102.87,102.6652676,102.2333333,91.234,94.652,75.504,3.172313599,4.694153079,2.70060041,-3.804092463,0.951250282,1.334213145,2.097772936,1.690981433,0.458058975,0.584472168,2.500610898,0.869732841,-2.715442688,0.373890435,1.204230704,0.100024576,0.38004,0.456679916,0.359947578,0.223000956,0.2435873,0.274911351,704940,211044,291488,453152,402264,1258352,56.02089082,16.77145981,23.16426564,36.01154526,31.96752578
10/1/2003,796254,273238,374263,538666,426568,1555472,103.03,103.2978872,102.8666667,93.079,93.385,75.139,2.256502325,6.661097535,3.023287822,0.694079667,5.966990272,1.470848215,1.745598486,1.881809177,1.70456408,-0.432877355,1.325583904,0.110388043,4.247136655,0.877067672,3.180860437,4.72886545,0.68366,0.616196354,0.619497946,2.022272398,-1.338587669,-0.483418097,705156,223256,294728,459480,409948,1272864,55.39916283,17.5396586,23.15471252,36.09812203,32.20674008
1/1/2004,806272,274483,377636,538041,430282,1566701,103.57,103.7938832,103.1333333,93.855,93.378,76.065,3.087094551,2.582472821,2.792219458,2.235519005,5.937734664,1.646639474,0.918238652,1.276595745,1.804948422,-0.178523705,2.649051308,1.258141246,0.455646726,0.9012379,-0.116027371,0.870670092,0.7219,0.48016083,0.259235191,0.833700405,-0.007495851,1.232382651,718540,223000,299004,470108,415328,1296200,55.43434655,17.20413516,23.06773646,36.26816849,32.04196883
4/1/2004,809802,276955,377506,563550,442082,1585248,104.73,104.4251651,103.6,94.364,94.108,77.126,2.699240854,2.79598548,2.131608351,9.247297654,8.646350455,3.000985666,2.178717669,1.701570647,3.661390076,-0.332549618,2.429047638,0.437817511,0.900602223,-0.034424684,4.741088504,2.74238755,1.18383,0.608207267,0.45248872,0.542325928,0.781768725,1.39485966,727460,230308,300556,513144,443420,1328088,54.77498479,17.34132076,22.63072929,38.63780111,33.38784779
7/1/2004,817487,301170,380647,561631,454546,1604066,104.93,104.730933,103.9333333,94.398,95.25,78.167,2.779943071,14.90389384,2.597780647,7.579780102,11.59788562,3.829090368,2.012039267,1.662862733,3.468005349,0.631788023,3.526965459,0.948997409,8.743297648,0.832039756,-0.340519918,2.819386449,1.18707,0.292810577,0.32175029,0.03603069,1.213499384,1.349739387,735608,252024,303520,511164,450704,1351512,54.42852154,18.64755918,22.45781022,37.82163976,33.34813157
10/1/2004,824326,314253,383505,555954,459586,1615567,105.4,105.6886581,104.4666667,94.759,95.701,78.552,3.525508192,15.01072325,2.469386501,3.209409913,7.740383714,3.863457523,2.314443217,1.555411535,1.804918403,2.480055683,4.542248366,0.836588227,4.344058173,0.750826882,-1.010806027,1.108798669,0.71699,0.914462475,0.513149519,0.382423356,0.473490814,0.492535213,743772,263620,307888,495124,443528,1367092,54.40540944,19.28326696,22.52138115,36.21731383,32.44317134
1/1/2005,836047,319266,384099,561462,475136,1621103,105.77,106.0161295,104.9333333,94.859,95.853,79.426,3.692922488,16.31540023,1.71143641,4.35301399,10.42432637,3.472391988,2.1410186,1.745313511,1.06973523,2.650517252,4.418589364,1.421888913,1.595211502,0.154887159,0.990729449,3.383479915,0.34267,0.30984535,0.446713401,0.105530873,0.158828016,1.112638762,757932,268120,311868,499792,457144,1380292,54.91098985,19.42487532,22.5943496,36.20914995,33.11936895
4/1/2005,843392,317137,386651,559106,471642,1632688,106.73,106.3721525,105.2666667,95.33,96.077,80.31,4.147927518,14.50849416,2.422478053,-0.788572443,6.686542316,2.992591695,1.864481022,1.608751641,1.023695477,2.092276958,4.128309519,0.878539125,-0.666842069,0.66441204,-0.419618781,-0.7353684,0.71464,0.335819638,0.317662071,0.496526423,0.233691173,1.112985672,768488,268040,317416,509552,465232,1399428,54.91443647,19.15353987,22.68183858,36.41144811,33.24443987
